"year","month","country","region","latitude","longitude","multiple","success","attack","target","weapon","num_kill","damages","kidnap","inter","death","bombs","bnm"
1983,"Aug","Spain","Western Europe",41.387917,2.169919,"no","no","Bombing/Explosion","Military","Bombs",0,"Minor","no","yes","no","yes","yes"
1983,"Aug","Spain","Western Europe",41.387917,2.169919,"no","no","Bombing/Explosion","Military","Bombs",0,"Minor","no","yes","no","yes","yes"
1983,"Aug","Spain","Western Europe",41.387917,2.169919,"no","no","Bombing/Explosion","Military","Bombs",0,"Minor","no","yes","no","yes","yes"
1983,"Aug","Spain","Western Europe",41.387917,2.169919,"no","no","Bombing/Explosion","Military","Bombs",0,"Minor","no","yes","no","yes","yes"
1983,"Aug","Northern Ireland","Western Europe",54.823432,-7.468374,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","no","no","no","no"
1983,"Aug","Northern Ireland","Western Europe",54.600305,-7.298402,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","no","no","no","no"
1983,"Aug","Northern Ireland","Western Europe",54.521248,-7.724795,"no","yes","Bombing/Explosion","Police","Bombs",0,"Minor","no","no","no","yes","yes"
1983,"Aug","West Germany (FRG)","Western Europe",50.111445,8.680615,"no","yes","Bombing/Explosion","Military","Bombs",0,"Minor","no","yes","no","yes","yes"
1983,"Aug","Italy","Western Europe",45.463681,9.188171,"no","yes","Bombing/Explosion","Transportation","Bombs",0,"Minor","no","no","no","yes","yes"
1983,"Aug","El Salvador","Central America",13.536835,-88.780584,"no","yes","Bombing/Explosion","Transportation","Bombs",5,"Minor","no","no","yes","yes","no"
1983,"Aug","United States","North America",37.208975,-93.291564,"no","yes","Facility/Infrastructure Attack","Religious Figures/Institutions","Incendiary",0,"Minor","no","no","no","no","no"
1983,"Aug","Nicaragua","Central America",13.130707,-85.971684,"no","yes","Armed Assault","Transportation","Firearms",12,"Minor","no","no","yes","no","no"
1983,"Aug","Spain","Western Europe",43.271382,-2.049934,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",2,"Minor","no","yes","yes","yes","no"
1983,"Aug","United States","North America",39.16659,-86.534244,"no","yes","Facility/Infrastructure Attack","Religious Figures/Institutions","Incendiary",0,"Minor","no","no","no","no","no"
1983,"Aug","United States","North America",38.89037,-77.031959,"no","yes","Bombing/Explosion","Military","Bombs",0,"Minor","no","no","no","yes","yes"
1983,"Aug","Spain","Western Europe",41.613405,2.657364,"no","no","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
1983,"Aug","United States","North America",40.8501,-73.866246,"no","yes","Bombing/Explosion","Military","Bombs",0,"Minor","no","no","no","yes","yes"
1983,"Aug","Great Britain","Western Europe",51.500152,-0.126236,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
1983,"Aug","El Salvador","Central America",13.69288,-89.199161,"no","yes","Armed Assault","Business","Firearms",0,"Minor","yes","no","no","no","no"
1983,"Sep","Northern Ireland","Western Europe",54.597269,-5.930109,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","no","no","no","no"
1983,"Sep","El Salvador","Central America",13.466667,-88.183333,"no","yes","Armed Assault","Private Citizens & Property","Firearms",30,"Major","no","no","yes","no","no"
1983,"Sep","Thailand","Southeast Asia",13.727896,100.524123,"no","yes","Bombing/Explosion","Airports & Aircraft","Bombs",0,"Minor","no","yes","no","yes","yes"
1983,"Sep","Spain","Western Europe",43.320812,-1.984447,"no","yes","Bombing/Explosion","Police","Bombs",0,"Minor","no","yes","no","yes","yes"
1983,"Sep","Nicaragua","Central America",13.212326,-86.110558,"no","yes","Armed Assault","Military","Firearms",7,"Minor","no","no","yes","no","no"
1983,"Sep","Northern Ireland","Western Europe",54.347539,-6.656108,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","no","no","no","no"
1983,"Sep","Northern Ireland","Western Europe",54.347539,-6.656108,"no","yes","Facility/Infrastructure Attack","Government (General)","Incendiary",0,"Minor","no","no","no","no","no"
1983,"Sep","West Germany (FRG)","Western Europe",49.971312,8.345425,"no","yes","Bombing/Explosion","Business","Bombs",0,"Major","no","yes","no","yes","yes"
1983,"Sep","El Salvador","Central America",13.69288,-89.199161,"no","yes","Bombing/Explosion","Journalists & Media","Bombs",0,"Minor","no","no","no","yes","yes"
1983,"Sep","El Salvador","Central America",13.69288,-89.199161,"no","yes","Bombing/Explosion","Journalists & Media","Bombs",0,"Minor","no","no","no","yes","yes"
1983,"Sep","Northern Ireland","Western Europe",54.502852,-6.769568,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","no","no","yes","yes"
1983,"Sep","Northern Ireland","Western Europe",54.502852,-6.769568,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","no","no","yes","yes"
1983,"Sep","Northern Ireland","Western Europe",54.502852,-6.769568,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","no","no","yes","yes"
1983,"Sep","Northern Ireland","Western Europe",54.594562,-6.931393,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","no","no","no","no"
1983,"Oct","Nicaragua","Central America",12.481654,-87.173207,"no","yes","Bombing/Explosion","Business","Firearms",0,"Major","no","no","no","no","no"
1983,"Oct","United States","North America",25.728985,-80.237419,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","yes","no","no","no"
1983,"Oct","Spain","Western Europe",43.032888,-2.411348,"no","yes","Bombing/Explosion","Police","Bombs",1,"Minor","no","yes","yes","yes","no"
1983,"Oct","Spain","Western Europe",42.340892,-3.699762,"no","yes","Bombing/Explosion","Police","Bombs",0,"Minor","no","yes","no","yes","yes"
1983,"Oct","Spain","Western Europe",43.320812,-1.984447,"no","yes","Bombing/Explosion","Military","Bombs",0,"Minor","no","yes","no","yes","yes"
1983,"Oct","Spain","Western Europe",43.001304,-1.891916,"no","yes","Bombing/Explosion","Police","Bombs",0,"Minor","no","yes","no","yes","yes"
1983,"Oct","United States","North America",47.65878,-117.426047,"no","yes","Facility/Infrastructure Attack","Business","Firearms",0,"Minor","no","no","no","no","no"
1983,"Oct","Spain","Western Europe",42.340892,-3.699762,"no","yes","Bombing/Explosion","Military","Bombs",0,"Minor","no","yes","no","yes","yes"
1983,"Oct","Puerto Rico","Central America",18.422831,-66.053413,"no","yes","Bombing/Explosion","Government (General)","Bombs",0,"Minor","no","no","no","yes","yes"
1983,"Nov","Japan","East Asia",35.685826,139.756684,"no","yes","Bombing/Explosion","Military","Bombs",0,"Minor","no","yes","no","yes","yes"
1983,"Nov","United States","North America",33.61441,-93.813484,"no","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1983,"Nov","United States","North America",38.89037,-77.031959,"no","yes","Bombing/Explosion","Government (General)","Bombs",0,"Minor","no","no","no","yes","yes"
1983,"Nov","Nicaragua","Central America",12.19185,-84.101286,"no","yes","Armed Assault","Military","Firearms",6,"Minor","no","no","yes","no","no"
1983,"Nov","United States","North America",33.43096,-94.035794,"no","yes","Armed Assault","Business","Firearms",1,"Minor","no","no","yes","no","no"
1983,"Nov","Guadeloupe","Central America",16.2411,-61.5331,"no","yes","Bombing/Explosion","Journalists & Media","Bombs",0,"Minor","no","yes","no","yes","yes"
1983,"Nov","Guadeloupe","Central America",16.2411,-61.5331,"no","yes","Bombing/Explosion","Government (General)","Bombs",0,"Minor","no","yes","no","yes","yes"
1983,"Nov","Guadeloupe","Central America",16.2411,-61.5331,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",0,"Minor","no","yes","no","yes","yes"
1983,"Nov","Guadeloupe","Central America",16.020807,-61.746001,"no","yes","Bombing/Explosion","Airports & Aircraft","Bombs",0,"Minor","no","no","no","yes","yes"
1983,"Nov","Nicaragua","Central America",12.710919,-87.023859,"no","yes","Bombing/Explosion","Military","Firearms",108,"Minor","no","no","yes","no","no"
1983,"Nov","Nicaragua","Central America",11.197546,-85.51101,"no","yes","Bombing/Explosion","Private Citizens & Property","Firearms",8,"Minor","no","no","yes","no","no"
1983,"Nov","El Salvador","Central America",13.85077,-88.90406,"no","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1983,"Nov","El Salvador","Central America",13.745556,-87.873611,"no","yes","Armed Assault","Military","Firearms",12,"Minor","yes","no","yes","no","no"
1983,"Nov","Northern Ireland","Western Europe",54.597269,-5.930109,"no","yes","Facility/Infrastructure Attack","Police","Incendiary",0,"Minor","no","no","no","no","no"
1983,"Nov","Spain","Western Europe",42.817988,-1.644184,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
1983,"Nov","Spain","Western Europe",42.817988,-1.644184,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
1983,"Dic","Great Britain","Western Europe",51.500152,-0.126236,"no","yes","Bombing/Explosion","Military","Bombs",0,"Minor","no","no","no","yes","yes"
1983,"Dic","Spain","Western Europe",43.320812,-1.984447,"no","yes","Armed Assault","Police","Firearms",1,"Minor","no","yes","yes","no","no"
1983,"Dic","Spain","Western Europe",42.817988,-1.644184,"no","yes","Bombing/Explosion","Military","Bombs",0,"Minor","no","yes","no","yes","yes"
1983,"Dic","Nicaragua","Central America",13.853697,-85.593154,"no","yes","Armed Assault","Military","Firearms",4,"Minor","no","no","yes","no","no"
1983,"Dic","Guatemala","Central America",14.624422,-90.53288,"no","yes","Bombing/Explosion","Government (General)","Bombs",0,"Major","no","no","no","yes","yes"
1983,"Dic","Spain","Western Europe",43.267549,-1.975814,"no","yes","Bombing/Explosion","Government (General)","Bombs",0,"Minor","no","yes","no","yes","yes"
1984,"Jan","Northern Ireland","Western Europe",54.645861,-6.745149,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"Jan","El Salvador","Central America",13.69288,-89.199161,"no","yes","Bombing/Explosion","Transportation","Bombs",5,"Major","no","no","yes","yes","no"
1984,"Jan","Northern Ireland","Western Europe",54.347539,-6.656108,"no","yes","Bombing/Explosion","Business","Bombs",0,"Major","no","no","no","yes","yes"
1984,"Jan","Northern Ireland","Western Europe",54.502852,-6.769568,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"Jan","Northern Ireland","Western Europe",54.502852,-6.769568,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"Jan","Northern Ireland","Western Europe",54.597269,-5.930109,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"Jan","Nicaragua","Central America",13.229233,-86.86908,"no","yes","Bombing/Explosion","Military","Firearms",65,"Minor","no","no","yes","no","no"
1984,"Jan","Nicaragua","Central America",11.327162,-84.038559,"no","yes","Armed Assault","Military","Firearms",3,"Minor","no","no","yes","no","no"
1984,"Jan","Nicaragua","Central America",11.327162,-84.038559,"no","yes","Armed Assault","Military","Firearms",29,"Minor","no","no","yes","no","no"
1984,"Jan","Northern Ireland","Western Europe",54.767773,-7.251106,"no","yes","Bombing/Explosion","Police","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"Jan","United States","North America",39.158035,-75.524734,"no","yes","Facility/Infrastructure Attack","Abortion Related","Incendiary",0,"Minor","no","no","no","no","no"
1984,"Jan","Northern Ireland","Western Europe",54.502852,-6.769568,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"Jan","West Germany (FRG)","Western Europe",48.139126,11.580186,"no","yes","Facility/Infrastructure Attack","Military","Incendiary",0,"Minor","no","yes","no","no","no"
1984,"Jan","Northern Ireland","Western Europe",54.597269,-5.930109,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
1984,"Jan","Northern Ireland","Western Europe",54.18006,-6.33393,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"Jan","United States","North America",47.65878,-117.426047,"no","yes","Facility/Infrastructure Attack","Business","Firearms",0,"Minor","no","no","no","no","no"
1984,"Feb","Northern Ireland","Western Europe",54.467967,-6.337967,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"Feb","Northern Ireland","Western Europe",54.18006,-6.33393,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"Feb","Spain","Western Europe",43.256963,-2.923441,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
1984,"Feb","Spain","Western Europe",43.256963,-2.923441,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
1984,"Feb","El Salvador","Central America",13.876944,-89.173556,"no","yes","Armed Assault","Business","Firearms",9,"Minor","no","no","yes","no","no"
1984,"Feb","Nicaragua","Central America",11.327162,-84.038559,"no","yes","Armed Assault","Military","Firearms",10,"Major","no","no","yes","no","no"
1984,"Feb","Spain","Western Europe",42.817988,-1.644184,"no","yes","Facility/Infrastructure Attack","Transportation","Incendiary",0,"Minor","no","yes","no","no","no"
1984,"Feb","Spain","Western Europe",41.387917,2.169919,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
1984,"Feb","United States","North America",36.846825,-76.285069,"no","yes","Bombing/Explosion","Abortion Related","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"Feb","El Salvador","Central America",14.051282,-89.232393,"no","yes","Bombing/Explosion","Transportation","Bombs",40,"Minor","no","no","yes","yes","no"
1984,"Feb","United States","North America",38.980725,-76.937269,"no","yes","Facility/Infrastructure Attack","Abortion Related","Incendiary",0,"Minor","no","no","no","no","no"
1984,"Mar","El Salvador","Central America",13.61667,-88.88333,"no","yes","Armed Assault","NGO","Firearms",2,"Minor","no","no","yes","no","no"
1984,"Mar","Northern Ireland","Western Europe",54.489224,-6.920883,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"Mar","United States","North America",34.05349,-118.245319,"no","yes","Bombing/Explosion","Religious Figures/Institutions","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"Mar","Northern Ireland","Western Europe",54.755402,-6.606029,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Major","no","no","no","no","no"
1984,"Mar","United States","North America",47.60356,-122.329439,"no","yes","Facility/Infrastructure Attack","Business","Firearms",0,"Minor","no","no","no","no","no"
1984,"Mar","United States","North America",40.970073,-73.712231,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"Mar","Northern Ireland","Western Europe",54.597269,-5.930109,"no","yes","Bombing/Explosion","Business","Bombs",0,"Major","no","no","no","yes","yes"
1984,"Mar","Northern Ireland","Western Europe",54.597269,-5.930109,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"Mar","El Salvador","Central America",13.31667,-88.38333,"no","yes","Bombing/Explosion","Military","Bombs",0,"Minor","no","yes","no","yes","yes"
1984,"Mar","Northern Ireland","Western Europe",54.99451,-7.319996,"no","yes","Bombing/Explosion","Military","Bombs",1,"Minor","no","no","yes","yes","no"
1984,"Mar","Nicaragua","Central America",12.481654,-87.173207,"no","yes","Bombing/Explosion","Maritime","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"Mar","Nicaragua","Central America",12.481654,-87.173207,"no","yes","Armed Assault","Military","Firearms",0,"Minor","no","no","no","no","no"
1984,"Apr","Spain","Western Europe",43.256963,-2.923441,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
1984,"Apr","Nicaragua","Central America",14.041927,-84.561538,"no","yes","Bombing/Explosion","Food or Water Supply","Firearms",0,"Minor","no","no","no","no","no"
1984,"Apr","Northern Ireland","Western Europe",54.18006,-6.33393,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"Apr","El Salvador","Central America",13.69288,-89.199161,"yes","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","no","no","no","no"
1984,"Apr","El Salvador","Central America",13.69288,-89.199161,"yes","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","no","no","no","no"
1984,"Apr","El Salvador","Central America",13.69288,-89.199161,"yes","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","no","no","no","no"
1984,"Apr","Nicaragua","Central America",13.3,-85.85,"no","yes","Armed Assault","Military","Firearms",4,"Minor","no","no","yes","no","no"
1984,"Apr","Honduras","Central America",14.0833,-87.2167,"no","yes","Bombing/Explosion","Government (Diplomatic)","Bombs",0,"Minor","no","yes","no","yes","yes"
1984,"Apr","United States","North America",47.60356,-122.329439,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"Apr","Northern Ireland","Western Europe",54.597269,-5.930109,"no","yes","Armed Assault","Military","Incendiary",1,"Minor","no","no","yes","no","no"
1984,"Apr","Northern Ireland","Western Europe",54.467967,-6.337967,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"Apr","United States","North America",47.60356,-122.329439,"no","yes","Facility/Infrastructure Attack","Business","Firearms",0,"Minor","no","no","no","no","no"
1984,"Apr","El Salvador","Central America",13.35,-88.35,"no","yes","Bombing/Explosion","Transportation","Firearms",6,"Minor","no","no","yes","no","no"
1984,"Apr","Nicaragua","Central America",13.45327,-86.029633,"no","yes","Armed Assault","Private Citizens & Property","Firearms",13,"Minor","no","no","yes","no","no"
1984,"Apr","United States","North America",43.60698,-116.193409,"no","yes","Bombing/Explosion","Religious Figures/Institutions","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"May","Nicaragua","Central America",12.481654,-87.173207,"no","yes","Bombing/Explosion","Maritime","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"May","Northern Ireland","Western Europe",54.538981,-7.052912,"no","yes","Bombing/Explosion","Military","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"May","El Salvador","Central America",13.466667,-88.183333,"no","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"May","Northern Ireland","Western Europe",54.18006,-6.33393,"no","yes","Bombing/Explosion","Military","Bombs",1,"Minor","no","no","yes","yes","no"
1984,"May","Northern Ireland","Western Europe",54.462881,-7.028646,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"May","Northern Ireland","Western Europe",54.347539,-6.656108,"no","yes","Bombing/Explosion","Police","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"May","Nicaragua","Central America",11.01844,-84.39811,"no","yes","Armed Assault","Business","Firearms",16,"Minor","no","no","yes","no","no"
1984,"May","Northern Ireland","Western Europe",54.346531,-7.640404,"no","yes","Bombing/Explosion","Police","Bombs",2,"Minor","no","no","yes","yes","no"
1984,"May","Northern Ireland","Western Europe",54.597269,-5.930109,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"Jun","Nicaragua","Central America",13.63325,-86.476299,"no","yes","Armed Assault","Private Citizens & Property","Firearms",38,"Minor","yes","no","yes","no","no"
1984,"Jun","West Germany (FRG)","Western Europe",50.111445,8.680615,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
1984,"Jun","Spain","Western Europe",40.416691,-3.700345,"no","yes","Bombing/Explosion","Government (General)","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"Jun","West Germany (FRG)","Western Europe",50.111445,8.680615,"no","yes","Facility/Infrastructure Attack","Airports & Aircraft","Incendiary",0,"Minor","no","yes","no","no","no"
1984,"Jun","Northern Ireland","Western Europe",54.482055,-8.088244,"no","yes","Bombing/Explosion","Police","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"Jun","Northern Ireland","Western Europe",54.823432,-7.468374,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","no","no","no","no"
1984,"Jun","Northern Ireland","Western Europe",54.823432,-7.468374,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","no","no","no","no"
1984,"Jun","Northern Ireland","Western Europe",54.823432,-7.468374,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","no","no","no","no"
1984,"Jun","France","Western Europe",43.483152,-1.558626,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
1984,"Jun","Nicaragua","Central America",12.924807,-85.97294,"no","yes","Armed Assault","Private Citizens & Property","Firearms",0,"Minor","no","no","no","no","no"
1984,"Jun","United States","North America",39.95227,-75.162369,"no","yes","Facility/Infrastructure Attack","Religious Figures/Institutions","Incendiary",0,"Minor","no","yes","no","no","no"
1984,"Jun","United States","North America",47.60356,-122.329439,"no","yes","Bombing/Explosion","Religious Figures/Institutions","Bombs",0,"Minor","no","yes","no","yes","yes"
1984,"Jun","Northern Ireland","Western Europe",54.823432,-7.468374,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"Jun","Nicaragua","Central America",12.58093,-86.518037,"no","yes","Bombing/Explosion","Government (General)","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"Jul","Nicaragua","Central America",12.82166,-84.203876,"no","yes","Armed Assault","Private Citizens & Property","Firearms",51,"Minor","no","no","yes","no","no"
1984,"Jul","United States","North America",38.89037,-77.031959,"no","yes","Bombing/Explosion","Abortion Related","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"Jul","Nicaragua","Central America",12.17609,-86.03771,"no","yes","Armed Assault","Private Citizens & Property","Firearms",4,"Minor","no","no","yes","no","no"
1984,"Jul","Nicaragua","Central America",13.853697,-85.593154,"no","yes","Armed Assault","Military","Firearms",3,"Minor","no","no","yes","no","no"
1984,"Jul","Nicaragua","Central America",12.82166,-84.203876,"no","yes","Armed Assault","Private Citizens & Property","Firearms",180,"Minor","yes","no","yes","no","no"
1984,"Jul","United States","North America",38.9767,-76.489934,"no","yes","Bombing/Explosion","Abortion Related","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"Jul","El Salvador","Central America",13.586201,-88.750773,"no","yes","Armed Assault","Military","Firearms",0,"Minor","no","no","no","no","no"
1984,"Jul","El Salvador","Central America",13.69288,-89.199161,"yes","yes","Bombing/Explosion","Telecommunication","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"Jul","El Salvador","Central America",13.69288,-89.199161,"yes","yes","Bombing/Explosion","Telecommunication","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"Jul","El Salvador","Central America",13.69288,-89.199161,"yes","yes","Bombing/Explosion","Telecommunication","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"Jul","El Salvador","Central America",13.69288,-89.199161,"yes","yes","Bombing/Explosion","Telecommunication","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"Jul","Spain","Western Europe",42.440902,-3.494809,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",0,"Minor","no","yes","no","yes","yes"
1984,"Jul","El Salvador","Central America",13.595253,-88.448924,"no","yes","Bombing/Explosion","Military","Bombs",3,"Minor","no","no","yes","yes","no"
1984,"Jul","El Salvador","Central America",14.051282,-89.232393,"no","yes","Bombing/Explosion","Transportation","Bombs",31,"Minor","no","no","yes","yes","no"
1984,"Jul","United States","North America",39.150935,-123.207904,"no","yes","Facility/Infrastructure Attack","Business","Firearms",0,"Major","no","no","no","no","no"
1984,"Jul","Nicaragua","Central America",12.58093,-86.518037,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"Aug","West Germany (FRG)","Western Europe",50.055535,8.29729,"no","yes","Facility/Infrastructure Attack","Military","Sabotage",0,"Minor","no","yes","no","no","no"
1984,"Aug","United States","North America",39.74001,-104.992259,"no","yes","Facility/Infrastructure Attack","Religious Figures/Institutions","Incendiary",0,"Minor","no","yes","no","no","no"
1984,"Aug","Belgium","Western Europe",51.219062,4.40289,"no","yes","Bombing/Explosion","Government (General)","Bombs",0,"Minor","no","yes","no","yes","yes"
1984,"Aug","Spain","Western Europe",43.267454,-2.020169,"no","yes","Facility/Infrastructure Attack","Transportation","Incendiary",0,"Minor","no","yes","no","no","no"
1984,"Aug","Spain","Western Europe",43.320812,-1.984447,"no","yes","Armed Assault","Private Citizens & Property","Incendiary",0,"Minor","no","yes","no","no","no"
1984,"Aug","Spain","Western Europe",43.256963,-2.923441,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
1984,"Aug","Spain","Western Europe",42.817988,-1.644184,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
1984,"Aug","El Salvador","Central America",13.69288,-89.199161,"no","yes","Bombing/Explosion","Government (General)","Bombs",0,"Minor","no","no","no","yes","yes"
1984,"Aug","Spain","Western Europe",43.297258,-2.256848,"no","yes","Facility/Infrastructure Attack","Private Citizens & Property","Incendiary",0,"Minor","no","yes","no","no","no"
1984,"Aug","Spain","Western Europe",43.256963,-2.923441,"no","yes","Armed Assault","Private Citizens & Property","Incendiary",0,"Minor","no","yes","no","no","no"
1984,"Aug","Nicaragua","Central America",11.88111,-83.80874,"no","yes","Hostage Taking (Kidnapping)","Private Citizens & Property","Firearms",0,"Minor","yes","no","no","no","no"
1984,"Aug","Nicaragua","Central America",12.083084,-83.947002,"no","yes","Armed Assault","Government (General)","Firearms",3,"Minor","no","no","yes","no","no"
1984,"Sep","El Salvador","Central America",13.79833,-89.17889,"no","yes","Armed Assault","Military","Firearms",1,"Minor","no","no","yes","no","no"
1984,"Sep","Nicaragua","Central America",13.130707,-85.971684,"no","yes","Armed Assault","Military","Firearms",12,"Minor","no","no","yes","no","no"
1984,"Sep","Nicaragua","Central America",13.195382,-86.167644,"no","yes","Armed Assault","Military","Firearms",1,"Minor","yes","no","yes","no","no"
1984,"Sep","Nicaragua","Central America",12.800014,-85.133347,"no","yes","Armed Assault","Government (General)","Firearms",0,"Minor","no","no","no","no","no"
1984,"Sep","Nicaragua","Central America",13.45504,-86.405758,"no","yes","Bombing/Explosion","Food or Water Supply","Bombs",1,"Minor","no","no","yes","yes","no"
1984,"Sep","Nicaragua","Central America",13.130707,-85.971684,"no","yes","Armed Assault","Military","Firearms",4,"Minor","no","no","yes","no","no"
1984,"Sep","El Salvador","Central America",13.595253,-88.448924,"no","yes","Armed Assault","Private Citizens & Property","Firearms",0,"Minor","yes","no","no","no","no"
1984,"Oct","Costa Rica","Central America",9.933333,-84.083333,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
1984,"Oct","Spain","Western Europe",43.054198,-2.178116,"no","yes","Bombing/Explosion","Transportation","Bombs",0,"Minor","no","yes","no","yes","yes"
1984,"Oct","Spain","Western Europe",43.215187,-2.415702,"no","yes","Bombing/Explosion","Transportation","Bombs",0,"Minor","no","yes","no","yes","yes"
1984,"Oct","Nicaragua","Central America",13.198217,-86.085621,"no","yes","Armed Assault","Business","Firearms",12,"Minor","no","no","yes","no","no"
1984,"Oct","Nicaragua","Central America",12.359476,-86.698143,"no","yes","Armed Assault","Private Citizens & Property","Firearms",0,"Minor","no","no","no","no","no"
1984,"Oct","Nicaragua","Central America",13.16888,-85.97565,"no","yes","Armed Assault","Business","Firearms",12,"Minor","no","no","yes","no","no"
1984,"Oct","Nicaragua","Central America",13.062052,-85.032064,"no","yes","Armed Assault","Government (General)","Firearms",0,"Minor","no","no","no","no","no"
1984,"Oct","El Salvador","Central America",13.89271,-88.043983,"no","yes","Bombing/Explosion","Military","Bombs",14,"Major","no","no","yes","yes","no"
